,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
1592,60,6,82.0,16052,1,0,2,1,1,3,1,26,3,3,1,4,10,5,2006,2006,4,1,13,13,4,734.0,5,3,3,5,3,1,6,1206.0,1,0.0,644.0,1850.0,1,5,1,5,1850,848,0,2698,1.0,0.0,2,1,4,1,5,11,8,1,4,2.0,2006.0,2,3.0,736.0,3,3,3,250,0,0,0,0,0,0,0,7,2006,New,535000
1593,20,6,65.0,7150,1,0,3,1,1,1,1,23,2,3,1,1,5,6,1962,1962,2,1,13,13,2,60.0,3,3,2,3,3,1,2,140.0,4,590.0,182.0,912.0,1,4,1,5,912,0,0,912,0.0,1.0,1,0,3,1,3,6,8,0,0,2.0,1962.0,1,1.0,252.0,3,3,3,0,0,0,0,0,0,0,0,10,2009,WD ,123000
1594,90,6,65.0,6012,1,0,3,1,1,2,1,8,3,3,3,1,4,5,1955,1955,2,1,1,10,3,0.0,3,2,3,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,0,5,1152,0,0,1152,0.0,0.0,2,0,2,2,3,6,8,0,0,7.0,None,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,6,2008,WD ,82000
1595,75,8,53.0,5350,1,0,3,1,1,2,1,21,1,3,1,4,7,8,1920,1965,2,1,14,15,3,0.0,3,3,1,3,3,1,4,116.0,1,0.0,508.0,624.0,1,5,1,5,730,720,0,1450,0.0,0.0,1,0,3,1,3,7,8,0,0,6.0,1935.0,1,1.0,288.0,3,3,3,0,192,0,0,0,3,0,0,3,2008,WD ,132000
1596,30,6,60.0,5400,1,0,3,1,1,2,3,21,3,3,1,1,5,6,1921,1968,2,1,9,9,3,0.0,3,3,1,3,3,1,1,0.0,1,0.0,1073.0,1073.0,1,5,1,5,1073,0,0,1073,0.0,0.0,1,0,2,1,3,4,8,0,0,6.0,1968.0,1,1.0,326.0,3,3,3,0,0,112,0,0,0,0,0,12,2006,WD ,108480
1597,20,6,0.0,9535,1,0,2,1,1,1,1,23,3,3,1,1,5,5,1967,1967,2,1,7,7,2,450.0,3,3,2,3,3,1,4,194.0,2,982.0,0.0,1176.0,1,3,1,5,1458,0,0,1458,1.0,0.0,1,1,3,1,3,7,8,1,3,2.0,1967.0,1,2.0,512.0,3,3,3,284,0,0,0,0,3,0,0,7,2006,WD ,165000
1598,20,6,65.0,7441,1,0,2,1,1,1,1,24,3,3,1,1,7,5,2006,2006,2,1,13,13,2,170.0,4,3,3,4,3,1,1,0.0,1,0.0,1461.0,1461.0,1,5,1,5,1486,0,0,1486,0.0,0.0,2,0,3,1,4,7,8,0,0,2.0,2006.0,2,2.0,566.0,3,3,3,0,32,0,0,0,0,0,0,6,2007,WD ,181000
1599,80,6,88.0,15400,1,0,3,1,1,1,1,23,3,3,1,8,5,5,1961,1961,4,1,7,7,3,0.0,3,3,2,3,4,1,1,0.0,1,0.0,552.0,552.0,1,3,1,5,904,611,259,1774,0.0,0.0,2,0,4,1,3,8,8,1,3,2.0,1961.0,1,1.0,384.0,3,3,3,290,40,0,0,0,0,0,0,7,2009,WD ,165000
1600,50,6,68.0,10544,1,0,2,1,1,1,2,15,3,3,1,2,5,5,1969,1969,2,1,7,7,3,0.0,3,3,2,3,3,3,4,476.0,1,0.0,388.0,864.0,1,3,1,5,864,615,0,1479,0.0,0.0,2,0,5,1,3,8,8,0,0,2.0,1969.0,3,1.0,275.0,3,3,3,287,0,280,0,0,0,0,0,4,2010,WD ,161000
1601,20,6,85.0,10936,1,0,3,1,1,2,1,25,2,3,1,1,8,5,2006,2006,2,1,13,13,2,60.0,4,3,3,4,3,1,1,0.0,1,0.0,1504.0,1504.0,1,5,1,5,1504,0,0,1504,0.0,0.0,2,0,3,1,4,7,8,0,0,2.0,2006.0,3,2.0,510.0,3,3,3,144,0,0,0,0,0,0,0,9,2006,New,199000
1602,60,6,80.0,11316,1,0,3,1,1,2,1,27,3,3,1,4,7,5,2002,2003,2,1,13,13,2,44.0,4,3,3,4,3,1,6,624.0,1,0.0,193.0,817.0,1,5,1,5,824,1070,0,1894,1.0,0.0,2,1,4,1,4,8,8,1,4,4.0,2002.0,3,2.0,510.0,3,3,3,0,40,0,0,0,0,0,0,2,2010,WD ,214900
1603,20,3,72.0,8640,1,0,3,1,1,1,1,25,3,3,1,1,8,5,2006,2006,2,1,13,13,3,0.0,4,3,3,4,3,1,6,24.0,1,0.0,1254.0,1278.0,1,5,1,5,1278,0,0,1278,0.0,0.0,2,0,2,1,4,5,8,0,0,2.0,2006.0,2,2.0,584.0,3,3,3,0,60,0,0,0,0,0,0,10,2006,New,198600
1604,60,6,93.0,12090,1,0,3,1,1,2,1,17,3,3,1,4,8,5,1998,1998,4,1,13,13,2,650.0,4,3,3,4,3,1,1,0.0,1,0.0,1141.0,1141.0,1,4,1,5,1165,1098,0,2263,0.0,0.0,2,1,4,1,4,10,8,1,3,4.0,1998.0,3,2.0,420.0,3,3,3,144,123,0,0,0,0,0,0,7,2006,WD ,258000
1605,90,6,0.0,7939,1,0,3,1,1,1,1,24,2,3,3,4,7,5,2000,2000,4,1,13,13,2,23.0,3,3,3,5,3,1,6,820.0,1,0.0,348.0,1168.0,1,5,1,5,1168,1619,0,2787,2.0,0.0,4,2,6,2,3,8,8,2,3,4.0,2000.0,3,4.0,820.0,3,3,3,312,0,0,0,0,0,0,0,10,2009,WD ,269500
1607,80,6,85.0,9350,1,0,3,1,1,1,1,16,3,3,1,8,6,7,1964,1991,4,1,7,7,2,108.0,3,3,2,4,3,4,2,270.0,5,580.0,452.0,1302.0,1,5,1,5,1302,0,0,1302,0.0,1.0,2,0,3,1,4,7,7,0,0,2.0,1964.0,2,1.0,309.0,3,3,3,333,0,0,0,0,3,0,0,10,2007,CWD,158000
1608,80,6,0.0,7750,1,0,3,1,1,1,1,9,3,3,1,8,8,5,2002,2002,4,1,13,13,3,0.0,4,3,3,4,3,1,6,353.0,1,0.0,55.0,408.0,1,5,1,5,779,640,0,1419,1.0,0.0,2,1,3,1,4,7,8,1,3,4.0,2002.0,3,2.0,527.0,3,3,3,120,0,0,0,0,0,0,0,3,2009,WD ,184100
1609,20,6,128.0,13001,1,0,2,1,1,1,1,20,5,3,1,1,6,5,1971,1971,4,1,7,7,2,176.0,3,3,2,3,3,2,5,492.0,4,121.0,1012.0,1625.0,1,3,1,5,1220,0,0,1220,0.0,1.0,2,0,2,1,3,6,8,1,3,2.0,1971.0,1,2.0,944.0,3,3,3,0,0,249,0,0,0,0,0,9,2007,WD ,170000
1610,80,6,0.0,13607,1,0,2,1,1,1,1,7,3,3,1,8,6,6,1986,1986,2,1,13,13,2,242.0,3,4,2,3,3,1,5,454.0,1,0.0,118.0,572.0,1,4,1,5,1182,800,0,1982,1.0,0.0,2,1,3,1,3,6,8,1,3,4.0,1986.0,3,2.0,501.0,3,3,3,400,112,0,0,0,0,2,1500,4,2009,WD ,208000
1611,120,8,0.0,4435,1,0,3,1,1,1,1,6,3,3,5,1,6,5,2003,2003,2,1,13,13,2,170.0,4,3,3,4,3,3,6,685.0,1,0.0,163.0,848.0,1,5,1,5,848,0,0,848,1.0,0.0,1,0,1,1,4,4,8,0,0,2.0,2003.0,3,2.0,420.0,3,3,3,140,0,0,0,0,0,0,0,5,2009,WD ,140000
1612,120,8,44.0,3843,1,0,2,3,1,1,2,7,3,3,5,1,8,5,2007,2008,4,1,6,6,4,174.0,5,3,3,5,3,4,6,1476.0,1,0.0,120.0,1596.0,1,5,1,5,1648,0,0,1648,1.0,1.0,2,0,2,1,5,5,8,1,4,2.0,2007.0,3,2.0,482.0,3,3,3,162,53,0,153,0,0,0,0,6,2009,New,230000
1613,120,6,65.0,5950,1,0,2,3,1,1,2,26,3,3,5,1,8,5,1989,1989,2,1,7,7,3,0.0,4,3,3,4,3,4,6,319.0,1,0.0,1018.0,1337.0,1,4,1,5,1337,0,0,1337,1.0,0.0,2,0,2,1,4,5,8,1,3,2.0,1989.0,2,2.0,462.0,3,3,3,0,73,154,0,0,0,0,0,4,2008,WD ,188500
1614,50,6,80.0,12400,1,0,3,3,1,1,2,7,3,3,1,2,5,6,1940,1950,2,1,14,14,3,0.0,3,3,2,4,3,2,4,602.0,1,0.0,299.0,901.0,1,3,1,5,1125,592,0,1717,0.0,0.0,1,1,2,1,3,7,8,1,4,2.0,1940.0,1,1.0,410.0,3,3,3,0,0,0,0,113,0,0,0,2,2006,WD ,194000
1615,20,6,75.0,10425,1,0,3,1,1,1,1,16,3,3,1,1,5,5,1956,1958,2,1,9,9,3,0.0,3,3,2,3,3,1,3,774.0,1,0.0,330.0,1104.0,1,4,1,5,1104,0,0,1104,1.0,0.0,1,0,3,1,3,5,8,0,0,2.0,1956.0,2,1.0,384.0,3,3,3,0,0,0,0,0,0,0,0,4,2008,WD ,133000
1616,20,6,0.0,16269,1,0,2,1,1,3,1,6,3,3,1,1,5,5,1978,1978,2,1,9,9,2,76.0,3,3,1,4,3,3,6,625.0,1,0.0,282.0,907.0,1,3,1,5,907,0,0,907,0.0,0.0,1,0,3,1,3,5,8,0,0,2.0,1978.0,1,1.0,343.0,3,3,3,72,0,0,0,0,3,0,0,7,2009,WD ,140000
1617,60,6,68.0,8998,1,0,2,1,1,1,1,6,3,3,1,4,7,5,2000,2000,2,1,13,13,2,120.0,4,3,3,4,3,2,6,527.0,1,0.0,255.0,782.0,1,5,1,5,782,870,0,1652,0.0,0.0,2,1,3,1,4,6,8,0,0,2.0,2000.0,2,2.0,532.0,3,3,3,0,70,0,0,0,0,0,0,6,2008,WD ,207500
1618,60,6,80.0,10400,1,0,3,1,1,1,1,20,4,3,1,4,6,7,1967,1997,2,1,9,9,2,256.0,3,3,3,3,3,1,1,0.0,1,0.0,932.0,932.0,1,4,1,5,1271,1369,0,2640,0.0,0.0,2,1,5,1,4,8,8,1,3,2.0,1967.0,2,2.0,515.0,3,3,3,0,120,0,0,168,0,0,0,5,2009,WD ,256900
1619,50,6,60.0,10134,1,0,3,1,1,1,1,21,3,3,1,2,5,6,1940,1950,2,1,9,9,3,0.0,3,3,2,3,3,1,1,0.0,1,0.0,735.0,735.0,1,4,1,4,735,299,0,1034,0.0,0.0,1,0,2,1,3,5,8,0,0,6.0,1940.0,1,1.0,240.0,3,3,3,0,39,0,0,0,0,0,0,7,2007,WD ,109000
1620,90,6,64.0,7007,1,0,3,2,1,1,1,24,3,3,3,1,5,5,1979,1979,2,1,7,7,3,0.0,3,3,4,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,1,5,1513,0,0,1513,0.0,0.0,2,0,4,2,3,8,8,0,0,2.0,1979.0,1,2.0,400.0,3,3,3,0,0,0,0,0,0,0,0,6,2009,WD ,113722
1621,20,6,78.0,11645,1,0,3,1,1,1,1,6,3,3,1,1,8,5,2005,2006,2,1,13,13,4,76.0,4,3,3,5,3,4,6,24.0,1,0.0,1474.0,1498.0,1,5,1,5,1498,0,0,1498,0.0,0.0,2,0,3,1,4,7,8,1,4,2.0,2005.0,3,3.0,844.0,3,3,3,144,98,0,0,0,0,0,0,3,2009,WD ,237000
1622,20,6,60.0,8250,1,0,3,1,1,2,1,16,3,3,1,1,5,7,1963,1963,2,1,9,9,3,0.0,3,3,2,3,3,1,5,288.0,1,0.0,765.0,1053.0,1,4,1,5,1053,0,0,1053,1.0,0.0,1,0,3,1,4,6,8,0,0,1.0,1994.0,2,2.0,692.0,3,3,3,240,0,0,0,109,0,0,0,7,2007,WD ,142100
1623,20,6,0.0,11027,1,0,2,1,1,1,1,16,3,3,1,1,6,5,1954,1954,4,1,14,14,4,28.0,3,3,2,3,3,1,4,468.0,3,539.0,171.0,1178.0,1,4,1,5,1293,0,0,1293,1.0,0.0,2,0,2,1,3,5,8,0,0,2.0,1954.0,2,2.0,452.0,3,3,3,280,0,0,0,0,0,0,0,5,2006,WD ,149900
1624,20,6,95.0,12350,1,0,3,1,1,1,1,19,3,3,1,1,9,5,2008,2008,4,1,13,13,4,450.0,5,3,3,5,3,3,6,1232.0,1,0.0,788.0,2020.0,1,5,1,5,2020,0,0,2020,1.0,0.0,2,0,3,1,5,7,8,1,4,2.0,2008.0,2,3.0,896.0,3,3,3,192,98,0,0,0,0,0,0,5,2009,WD ,404000
1625,60,6,0.0,18275,1,0,2,3,1,1,1,16,3,3,1,4,7,8,1962,1998,2,1,10,10,3,0.0,3,3,2,3,3,4,5,636.0,1,0.0,802.0,1438.0,1,3,1,5,1900,548,0,2448,1.0,0.0,3,0,3,1,3,9,8,2,4,2.0,1962.0,2,2.0,441.0,3,3,3,520,102,0,0,0,0,0,0,9,2006,WD ,277500
1626,60,6,77.0,9206,1,0,3,1,1,1,1,24,3,3,1,4,6,5,1985,1985,2,1,7,7,2,336.0,4,3,2,4,3,1,1,0.0,1,0.0,741.0,741.0,1,3,1,5,977,755,0,1732,0.0,0.0,2,1,3,1,4,7,8,1,3,2.0,1985.0,3,2.0,476.0,3,3,3,192,46,0,0,0,0,0,0,6,2010,WD ,178000
1627,120,6,48.0,6240,1,0,3,1,1,1,1,19,3,3,5,1,8,5,2006,2006,4,1,9,9,2,176.0,4,3,3,4,3,1,6,863.0,1,0.0,461.0,1324.0,1,5,1,5,1324,0,0,1324,1.0,0.0,2,0,2,1,4,6,8,1,4,2.0,2006.0,3,2.0,550.0,3,3,3,192,38,0,0,0,0,0,0,12,2009,WD ,254000
1628,30,8,68.0,9656,1,0,3,1,1,1,1,21,3,3,1,1,2,2,1923,1970,2,1,1,1,3,0.0,3,2,1,2,2,1,1,0.0,1,0.0,678.0,678.0,1,3,0,5,832,0,0,832,0.0,0.0,1,0,2,1,3,5,8,1,4,6.0,1928.0,1,2.0,780.0,2,2,1,0,0,0,0,0,0,0,0,6,2010,WD ,12789
1629,20,6,63.0,7875,1,0,3,1,1,1,1,9,3,3,1,1,7,5,1995,1996,2,1,7,7,2,38.0,3,3,3,4,4,1,1,0.0,1,0.0,1237.0,1237.0,1,4,1,5,1253,0,0,1253,0.0,0.0,2,0,3,1,3,6,8,1,3,2.0,1995.0,3,2.0,402.0,3,3,3,220,21,0,0,0,0,0,0,6,2007,WD ,176000
1630,60,6,111.0,16259,1,0,3,1,1,2,1,19,3,3,1,4,9,5,2006,2006,2,1,13,13,4,370.0,3,3,3,5,4,3,1,0.0,1,0.0,1249.0,1249.0,1,5,1,5,1249,1347,0,2596,0.0,0.0,3,1,4,1,4,9,8,0,0,2.0,2006.0,2,3.0,840.0,3,3,3,240,154,0,0,0,0,0,0,9,2006,New,342643
1631,20,6,0.0,6173,1,0,2,1,1,1,1,23,3,3,1,1,5,6,1967,1967,2,1,7,14,2,75.0,3,3,2,3,3,1,6,599.0,1,0.0,277.0,876.0,1,3,1,5,902,0,0,902,0.0,0.0,1,0,3,1,3,6,8,0,0,2.0,1967.0,1,1.0,288.0,3,3,3,0,0,0,0,0,3,0,0,8,2007,WD ,125500
1632,20,6,75.0,12890,1,0,2,1,1,1,1,27,3,3,1,1,6,5,1989,1989,2,1,14,14,2,128.0,3,3,2,4,3,1,1,0.0,1,0.0,1495.0,1495.0,1,5,1,5,1495,0,0,1495,0.0,0.0,2,0,3,1,3,8,8,1,3,2.0,1989.0,1,2.0,438.0,3,3,3,252,0,192,0,0,0,0,0,7,2008,WD ,150000
1633,20,3,84.0,10440,1,0,3,1,1,2,1,25,3,3,1,1,8,5,2007,2007,2,1,6,6,3,0.0,5,3,3,4,3,2,1,0.0,1,0.0,1574.0,1574.0,1,5,1,5,1584,0,0,1584,0.0,0.0,2,0,2,1,5,6,8,1,4,2.0,2007.0,3,2.0,594.0,3,3,3,0,256,0,0,0,0,0,0,5,2007,New,261329
1634,20,6,63.0,7500,1,0,3,1,1,1,1,24,3,3,1,1,7,5,2004,2005,2,1,13,13,2,120.0,3,3,3,4,3,1,6,680.0,1,0.0,400.0,1080.0,1,5,1,5,1080,0,0,1080,1.0,0.0,1,0,3,1,4,6,8,0,0,7.0,None,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,4,2008,WD ,141000
1635,20,6,75.0,9532,1,0,3,1,1,1,1,16,3,3,1,1,4,6,1953,1953,2,1,13,13,3,0.0,3,3,2,3,3,1,4,595.0,3,354.0,156.0,1105.0,1,4,1,5,1647,0,0,1647,1.0,0.0,1,0,3,1,3,6,7,1,2,2.0,1953.0,3,1.0,280.0,3,3,3,225,0,0,0,0,4,0,0,2,2007,WD ,153000
1636,120,6,53.0,3922,1,0,3,1,1,1,1,1,3,3,5,1,7,5,2006,2007,2,1,15,15,2,72.0,4,3,3,5,3,3,1,0.0,1,0.0,1258.0,1258.0,1,5,1,5,1258,0,0,1258,0.0,0.0,2,0,2,1,4,6,8,1,4,2.0,2007.0,3,3.0,648.0,3,3,3,144,16,0,0,0,0,0,0,6,2007,New,172500
1637,70,6,60.0,8730,1,0,3,1,1,1,1,4,7,3,1,4,6,7,1915,2003,2,1,14,14,3,0.0,3,3,1,3,3,1,1,0.0,1,0.0,698.0,698.0,1,5,1,4,698,698,0,1396,0.0,0.0,1,0,3,1,3,7,8,0,0,6.0,2003.0,1,1.0,384.0,3,3,3,0,0,0,0,259,0,0,0,7,2007,WD ,153575
1638,30,2,60.0,6060,1,0,3,1,1,1,1,12,3,3,1,1,5,9,1930,2007,4,1,9,9,3,0.0,4,3,1,3,3,1,5,737.0,1,0.0,100.0,837.0,1,5,1,5,1001,0,0,1001,0.0,0.0,1,0,2,1,4,5,8,0,0,6.0,1930.0,1,1.0,216.0,3,1,1,154,0,42,86,0,0,0,0,11,2007,WD ,124900
1639,20,6,107.0,14450,1,0,3,1,1,1,1,19,3,3,1,1,9,5,2006,2007,2,1,6,6,2,315.0,5,3,3,5,3,4,1,0.0,1,0.0,2121.0,2121.0,1,5,1,5,2121,0,0,2121,0.0,0.0,2,1,3,1,5,8,8,1,5,2.0,2007.0,3,3.0,732.0,3,3,3,124,98,0,0,142,0,0,0,5,2007,New,415298
1640,50,8,60.0,5400,1,0,3,1,1,1,1,21,3,3,1,2,6,6,1920,1950,2,1,9,9,3,0.0,2,3,1,3,3,1,1,0.0,1,0.0,972.0,972.0,1,5,1,5,1044,0,436,1480,0.0,0.0,1,0,3,1,3,6,8,0,0,6.0,1920.0,1,1.0,207.0,2,3,3,0,0,176,0,0,0,0,0,9,2009,ConLI,119000
1641,20,6,85.0,10000,1,0,3,1,1,1,1,25,3,3,1,1,8,5,2006,2006,4,1,13,13,4,410.0,4,3,3,4,4,3,1,0.0,1,0.0,1588.0,1588.0,1,5,1,5,1588,0,0,1588,0.0,0.0,2,0,3,1,4,7,8,1,4,2.0,2006.0,2,3.0,825.0,3,3,3,144,45,0,0,0,0,0,0,12,2007,WD ,227000
1642,20,6,72.0,10007,1,0,2,1,1,1,1,16,3,3,1,1,5,7,1959,2006,2,1,7,7,2,54.0,4,3,2,3,3,1,5,806.0,1,0.0,247.0,1053.0,1,5,1,5,1053,0,0,1053,1.0,0.0,1,1,3,1,4,5,8,0,0,2.0,1959.0,2,1.0,312.0,3,3,3,0,0,0,0,0,3,0,0,8,2008,WD ,145500
1643,30,8,52.0,7830,1,0,3,1,1,1,1,21,3,3,1,1,3,5,1921,1950,2,1,1,1,3,0.0,3,3,1,2,3,1,2,416.0,1,0.0,76.0,492.0,1,3,1,5,492,0,0,492,1.0,0.0,1,0,1,1,3,3,8,0,0,6.0,1921.0,1,1.0,200.0,2,3,1,0,0,78,0,0,0,0,0,6,2006,WD ,61500
1644,20,6,90.0,11727,1,0,3,1,1,2,1,16,3,3,1,1,7,6,1969,1969,2,1,7,7,2,434.0,3,4,2,3,3,2,1,0.0,1,0.0,1851.0,1851.0,1,4,1,5,1851,0,0,1851,0.0,0.0,2,0,3,1,3,8,8,1,3,2.0,1969.0,3,2.0,506.0,3,3,3,0,146,0,0,0,0,0,0,3,2006,WD ,192100
1645,190,8,60.0,10320,1,2,3,2,1,1,1,12,1,3,2,4,6,7,1915,1965,2,1,9,9,3,0.0,3,4,2,3,3,1,3,276.0,5,262.0,160.0,698.0,1,5,1,3,754,649,0,1403,1.0,0.0,1,1,3,1,3,7,8,0,0,6.0,1915.0,1,1.0,308.0,3,3,3,0,0,288,0,0,0,0,0,2,2009,WD ,116000
1646,80,6,65.0,10482,1,0,3,1,1,1,1,16,3,3,1,8,6,8,1958,1958,4,1,13,13,2,63.0,3,4,2,3,3,3,6,507.0,1,0.0,81.0,588.0,1,5,1,5,1138,0,0,1138,0.0,1.0,1,0,3,1,3,6,8,0,0,2.0,1958.0,2,1.0,264.0,3,3,3,224,0,0,0,0,1,0,0,6,2007,WD ,145000
1647,20,6,110.0,15274,1,0,2,1,1,2,1,19,3,3,1,1,9,5,2003,2003,4,1,13,13,2,724.0,4,3,3,5,3,1,6,1972.0,1,0.0,480.0,2452.0,1,5,1,5,2452,0,0,2452,2.0,0.0,2,0,3,1,5,10,8,1,4,2.0,2003.0,3,3.0,886.0,3,3,3,0,116,0,0,0,3,0,0,7,2009,WD ,445000
1648,20,6,61.0,8800,1,0,2,1,1,1,1,6,3,3,1,1,5,7,1977,2008,2,1,7,7,3,0.0,3,3,2,4,3,2,2,532.0,3,144.0,364.0,1040.0,1,3,1,5,1040,0,0,1040,0.0,0.0,2,0,3,1,4,5,8,0,0,6.0,1977.0,1,2.0,484.0,3,3,3,0,0,0,0,288,0,0,0,9,2009,WD ,150500
1649,60,6,75.0,10000,1,0,2,1,1,2,1,9,3,3,1,4,6,5,1993,1994,2,1,7,7,3,0.0,3,3,3,4,3,1,1,0.0,1,0.0,763.0,763.0,1,4,1,5,763,892,0,1655,0.0,0.0,2,1,3,1,3,7,8,1,3,2.0,1993.0,3,2.0,440.0,3,3,3,157,84,0,0,0,0,0,0,4,2010,WD ,175900
1650,20,6,78.0,10140,1,0,3,1,1,1,1,20,3,3,1,1,6,6,1974,1974,4,1,10,10,2,196.0,3,3,2,3,3,1,5,888.0,1,0.0,228.0,1116.0,1,5,1,5,1116,0,0,1116,1.0,0.0,2,0,3,1,3,6,8,1,3,2.0,1974.0,2,2.0,528.0,3,3,3,0,0,0,0,0,2,0,0,4,2009,WD ,167900
1651,60,6,58.0,14054,1,0,2,1,1,1,1,9,3,3,1,4,7,5,2006,2006,2,1,13,13,3,0.0,4,3,3,4,3,3,1,0.0,1,0.0,879.0,879.0,1,5,1,5,879,984,0,1863,0.0,0.0,2,1,4,1,4,9,8,1,4,4.0,2006.0,3,3.0,660.0,3,3,3,100,17,0,0,0,0,0,0,11,2006,New,219210
1652,60,6,70.0,11218,1,0,3,1,1,1,1,24,3,3,1,4,6,5,1992,1992,2,1,14,14,3,0.0,4,3,3,4,3,1,1,0.0,1,0.0,1055.0,1055.0,1,5,1,5,1055,790,0,1845,0.0,0.0,2,1,3,1,4,8,8,1,3,2.0,1992.0,2,2.0,462.0,3,3,3,635,104,0,0,0,4,2,400,5,2010,WD ,189000
1653,20,6,74.0,8856,1,0,3,1,1,1,1,16,3,3,1,1,5,4,1957,1957,2,1,14,14,2,143.0,3,3,2,3,3,1,5,621.0,2,52.0,503.0,1176.0,1,3,1,5,1176,0,0,1176,1.0,0.0,1,0,3,1,3,6,8,2,4,2.0,1957.0,2,1.0,292.0,3,3,3,0,88,0,0,95,0,0,0,5,2008,WD ,136500
1654,20,6,65.0,7800,1,0,3,1,1,1,1,23,3,3,1,1,5,7,1966,2008,4,1,7,7,2,47.0,3,3,2,3,3,2,4,240.0,3,474.0,150.0,864.0,1,5,1,5,892,0,0,892,1.0,0.0,1,0,3,1,4,5,8,0,0,6.0,1966.0,1,1.0,416.0,3,3,3,0,0,0,0,0,0,0,0,6,2010,WD ,137900
1655,30,8,60.0,7200,1,0,3,1,1,1,1,21,3,3,1,1,5,4,1910,2006,4,1,9,12,3,0.0,3,3,1,3,3,1,5,247.0,3,465.0,310.0,1022.0,2,3,0,5,1022,0,0,1022,1.0,0.0,1,0,2,1,3,4,3,0,0,6.0,1956.0,1,1.0,280.0,3,3,3,0,30,226,0,0,0,0,0,6,2009,WD ,85000
1656,20,6,89.0,10680,1,0,3,1,1,1,1,16,3,3,1,1,5,3,1951,1951,4,1,14,14,2,44.0,3,3,2,3,2,1,2,756.0,1,0.0,1380.0,2136.0,1,3,0,4,2136,0,0,2136,0.0,0.0,2,0,4,1,3,7,5,0,0,6.0,1951.0,1,2.0,528.0,3,3,3,0,30,0,0,0,3,0,0,10,2006,WD ,137900
1657,60,6,59.0,9535,1,0,2,1,1,1,1,9,3,3,1,4,6,5,1998,1998,2,1,13,13,3,0.0,3,3,3,4,3,4,6,851.0,1,0.0,75.0,926.0,1,5,1,5,926,678,0,1604,0.0,0.0,2,1,3,1,3,7,8,0,0,2.0,1998.0,3,2.0,472.0,3,3,3,100,82,0,0,0,0,0,0,5,2008,WD ,195500
1658,70,6,66.0,6858,1,0,3,2,1,2,1,22,3,3,1,4,6,4,1915,1950,2,1,14,14,3,0.0,3,3,3,4,3,1,1,0.0,1,0.0,806.0,806.0,1,3,0,3,841,806,0,1647,1.0,0.0,1,1,4,1,2,6,8,0,0,6.0,1920.0,1,1.0,216.0,3,3,3,0,66,136,0,0,0,0,0,5,2010,WD ,128000
1659,20,6,75.0,8100,1,0,3,1,1,1,1,23,2,3,1,1,5,8,1961,2007,2,1,14,14,3,0.0,3,4,2,3,3,1,5,764.0,1,0.0,100.0,864.0,1,5,1,5,864,0,0,864,1.0,0.0,1,0,3,1,4,5,8,1,3,6.0,1962.0,1,1.0,420.0,3,3,3,132,0,0,0,0,0,0,0,7,2008,WD ,135000
1660,20,6,0.0,9216,1,0,2,1,1,1,1,6,3,3,1,1,5,6,1975,1975,2,1,7,7,2,176.0,3,3,2,3,3,3,5,294.0,1,0.0,782.0,1076.0,1,3,1,5,1076,0,0,1076,0.0,0.0,1,1,3,1,3,5,8,1,2,6.0,1985.0,1,2.0,576.0,3,3,3,0,0,0,0,0,3,0,0,9,2008,WD ,143195
1661,40,8,50.0,9100,1,0,3,1,1,1,1,4,7,2,1,1,5,6,1930,1960,2,1,13,13,3,0.0,3,3,1,3,3,1,1,0.0,1,0.0,742.0,742.0,1,3,1,4,779,0,156,935,0.0,0.0,1,0,2,1,3,4,8,0,0,6.0,1988.0,1,1.0,308.0,3,3,2,0,0,0,0,0,0,2,600,8,2008,WD ,79500
1662,60,6,67.0,12774,1,0,3,1,1,4,1,24,3,3,1,4,7,5,2003,2004,2,1,13,13,2,95.0,4,3,3,4,3,3,1,0.0,1,0.0,835.0,835.0,1,5,1,5,835,828,0,1663,0.0,0.0,2,1,3,1,4,8,8,0,0,2.0,2003.0,2,2.0,478.0,3,3,3,168,68,0,0,0,0,0,0,7,2008,WD ,192500
